id,name,class,rarity,cost,type,keywords,icon,effects,textTemplate,upgrade,damageSchool,exposureBuildupPerHit,staminaCost,manaCost,flavor
"""sacredHarvest""","""Sacred Harvest""","""herald""","""uncommon""",1,"""attack""",[],"""🌾""","[{""op"":""damage"",""target"":""enemy"",""amount"":6},{""op"":""heal"",""target"":""self"",""amount"":3}]","""Deal {damage} damage. Heal {heal} HP.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":8},{""op"":""heal"",""target"":""self"",""amount"":4}]}","""arcane""",1,,,
"""thornHaloCard""","""Thorn Halo""","""herald""","""uncommon""",1,"""power""",[],"""🌿""","[{""op"":""applyStatus"",""target"":""self"",""status"":""thornHalo"",""stacks"":{""f"":""add"",""args"":[1]}}]","""At the start of your turn, apply 1 Crimson Blight to ALL enemies.""","{""cost"":0}",,,,,
"""communionCard""","""Communion""","""herald""","""uncommon""",2,"""power""",[],"""🕊""","[{""op"":""applyStatus"",""target"":""self"",""status"":""communion"",""stacks"":{""f"":""add"",""args"":[1]}}]","""At the start of your turn, heal 3 HP.""","{""cost"":1}",,,,,
"""gildedOath""","""Gilded Oath""","""herald""","""uncommon""",2,"""skill""",[],"""🌞""","[{""op"":""applyStatus"",""target"":""self"",""status"":""strength"",""stacks"":2},{""op"":""applyStatus"",""target"":""self"",""status"":""dexterity"",""stacks"":2}]","""Gain {strength} Strength and {dexterity} Dexterity.""","{""effects"":[{""op"":""applyStatus"",""target"":""self"",""status"":""strength"",""stacks"":3},{""op"":""applyStatus"",""target"":""self"",""status"":""dexterity"",""stacks"":3}]}",,,,,
"""plagueBearer""","""Plague Bearer""","""herald""","""uncommon""",1,"""attack""",[],"""🐀""","[{""op"":""damage"",""target"":""enemy"",""amount"":5},{""op"":""applyStatus"",""target"":""enemy"",""status"":""crimsonBlight"",""stacks"":2},{""op"":""draw"",""amount"":1}]","""Deal {damage} damage. Apply {crimsonBlight} Crimson Blight. Draw {draw} card.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":5},{""op"":""applyStatus"",""target"":""enemy"",""status"":""crimsonBlight"",""stacks"":3},{""op"":""draw"",""amount"":1}]}","""arcane""",1,,,
"""exsanguinate""","""Exsanguinate""","""herald""","""uncommon""",1,"""attack""",[],"""🔻""","[{""op"":""loseHp"",""target"":""self"",""amount"":3},{""op"":""damage"",""target"":""enemy"",""amount"":14}]","""Lose {loseHp} HP. Deal {damage} damage.""","{""effects"":[{""op"":""loseHp"",""target"":""self"",""amount"":3},{""op"":""damage"",""target"":""enemy"",""amount"":18}]}","""arcane""",1,,,
"""stigmataCard""","""Stigmata""","""herald""","""uncommon""",1,"""power""",[],"""🩹""","[{""op"":""applyStatus"",""target"":""self"",""status"":""stigmata"",""stacks"":{""f"":""add"",""args"":[1]}}]","""Whenever you lose HP, heal 2 HP.""","{""cost"":0}",,,,,
"""scourge""","""Scourge""","""herald""","""uncommon""",2,"""attack""",[],"""🌊""","[{""op"":""damage"",""target"":""allEnemies"",""amount"":6},{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""crimsonBlight"",""stacks"":2}]","""Deal {damage} damage to ALL enemies. Apply {crimsonBlight} Crimson Blight to ALL.""","{""effects"":[{""op"":""damage"",""target"":""allEnemies"",""amount"":8},{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""crimsonBlight"",""stacks"":2}]}","""arcane""",1,,,
"""reclamation""","""Reclamation""","""herald""","""uncommon""",1,"""skill""","[""exhaust""]","""🍂""","[{""op"":""heal"",""target"":""self"",""amount"":{""f"":""stacks"",""status"":""crimsonBlight"",""of"":""allEnemies"",""per"":2}}]","""Heal 1 HP for every 2 Crimson Blight on all enemies. Exhaust.""","{""keywords"":[""exhaust""],""effects"":[{""op"":""heal"",""target"":""self"",""amount"":{""f"":""stacks"",""status"":""crimsonBlight"",""of"":""allEnemies""}}],""textTemplate"":""Heal 1 HP for every Crimson Blight on all enemies. Exhaust.""}",,,,,
"""secondBloom""","""Second Bloom""","""herald""","""rare""",2,"""skill""","[""exhaust""]","""🌸""","[{""op"":""heal"",""target"":""self"",""amount"":{""f"":""mul"",""args"":[0.5,{""f"":""missingHp"",""of"":""self""}]}}]","""Heal half of your missing HP. Exhaust.""","{""cost"":1}",,,,,
"""butterflyPlague""","""Plague of Butterflies""","""herald""","""rare""",3,"""skill""",[],"""🦋""","[{""op"":""loseHp"",""target"":""self"",""amount"":4},{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""crimsonBlight"",""stacks"":6}]","""Lose {loseHp} HP. Apply {crimsonBlight} Crimson Blight to ALL enemies.""","{""effects"":[{""op"":""loseHp"",""target"":""self"",""amount"":4},{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""crimsonBlight"",""stacks"":8}]}",,,,,
"""lifeTitheCard""","""Life Tithe""","""herald""","""rare""",1,"""power""",[],"""⚰""","[{""op"":""applyStatus"",""target"":""self"",""status"":""lifeTithe"",""stacks"":{""f"":""add"",""args"":[1]}}]","""Whenever an enemy dies, heal 8 HP.""","{""cost"":0}",,,,,
"""crimsonRite""","""Crimson Rite""","""herald""","""rare""","""X""","""attack""",[],"""🔺""","[{""op"":""damage"",""target"":""enemy"",""amount"":5,""hits"":{""f"":""energySpent""}},{""op"":""heal"",""target"":""self"",""amount"":{""f"":""energySpent"",""per"":2}}]","""Deal {damage} damage once per Energy spent, then heal 2 per Energy.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":7,""hits"":{""f"":""energySpent""}},{""op"":""heal"",""target"":""self"",""amount"":{""f"":""energySpent"",""per"":3}}],""textTemplate"":""Deal {damage} damage once per Energy spent, then heal 3 per Energy.""}","""arcane""",1,,,
"""blightNova""","""Blight Nova""","""herald""","""rare""",2,"""attack""",[],"""💥""","[{""op"":""damage"",""target"":""enemy"",""amount"":{""f"":""mul"",""args"":[2,{""f"":""stacks"",""status"":""crimsonBlight"",""of"":""target""}]}}]","""Deal damage equal to twice the target's Crimson Blight.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":{""f"":""mul"",""args"":[3,{""f"":""stacks"",""status"":""crimsonBlight"",""of"":""target""}]}}],""textTemplate"":""Deal damage equal to three times the target's Crimson Blight.""}","""arcane""",1,,,
"""lastRites""","""Last Rites""","""herald""","""rare""",2,"""skill""","[""exhaust""]","""🕯""","[{""op"":""heal"",""target"":""self"",""amount"":{""f"":""percentMaxHp"",""of"":""self"",""pct"":20}},{""op"":""draw"",""amount"":2}]","""Heal 20% of your max HP. Draw {draw} cards. Exhaust.""","{""keywords"":[],""textTemplate"":""Heal 20% of your max HP. Draw {draw} cards.""}",,,,,
"""zealotryCard""","""Zealotry""","""herald""","""rare""",2,"""power""",[],"""⚡""","[{""op"":""applyStatus"",""target"":""self"",""status"":""zealotry"",""stacks"":{""f"":""add"",""args"":[1]}}]","""Whenever you lose HP, deal 3 damage to a random enemy.""","{""cost"":1}",,,,,
"""bloodHarvest""","""Blood Harvest""","""herald""","""rare""","""X""","""attack""",[],"""🌾""","[{""op"":""damage"",""target"":""allEnemies"",""amount"":4,""hits"":{""f"":""energySpent""}},{""op"":""heal"",""target"":""self"",""amount"":{""f"":""energySpent"",""per"":3}}]","""Deal {damage} damage to ALL enemies once per Energy spent. Then heal 3 per Energy.""","{""effects"":[{""op"":""damage"",""target"":""allEnemies"",""amount"":6,""hits"":{""f"":""energySpent""}},{""op"":""heal"",""target"":""self"",""amount"":{""f"":""energySpent"",""per"":3}}]}","""arcane""",1,,,
"""painOffering""","""Pain Offering""","""herald""","""common""",0,"""attack""",[],"""🩸""","[{""op"":""loseHp"",""target"":""self"",""amount"":2},{""op"":""damage"",""target"":""enemy"",""amount"":7}]","""Lose {loseHp} HP. Deal {damage} damage.""","{""effects"":[{""op"":""loseHp"",""target"":""self"",""amount"":2},{""op"":""damage"",""target"":""enemy"",""amount"":10}]}","""arcane""",1,,,
"""witheringTouch""","""Withering Touch""","""herald""","""common""",1,"""attack""",[],"""🦠""","[{""op"":""damage"",""target"":""enemy"",""amount"":4},{""op"":""applyStatus"",""target"":""enemy"",""status"":""crimsonBlight"",""stacks"":3}]","""Deal {damage} damage. Apply {crimsonBlight} Crimson Blight.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":6},{""op"":""applyStatus"",""target"":""enemy"",""status"":""crimsonBlight"",""stacks"":4}]}","""arcane""",1,,,
"""desperateRite""","""Desperate Rite""","""herald""","""uncommon""",1,"""attack""",[],"""🔺""","[{""op"":""damage"",""target"":""enemy"",""amount"":9,""if"":{""p"":""not"",""pred"":{""p"":""hpBelowPct"",""of"":""self"",""pct"":50}}},{""op"":""damage"",""target"":""enemy"",""amount"":16,""if"":{""p"":""hpBelowPct"",""of"":""self"",""pct"":50}}]","""Deal {damage} damage. If below half HP: deal {damage.2} instead.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":12,""if"":{""p"":""not"",""pred"":{""p"":""hpBelowPct"",""of"":""self"",""pct"":50}}},{""op"":""damage"",""target"":""enemy"",""amount"":20,""if"":{""p"":""hpBelowPct"",""of"":""self"",""pct"":50}}]}","""arcane""",1,,,
"""emberTideCard""","""Ember Tide""","""herald""","""uncommon""",1,"""power""",[],"""🌊""","[{""op"":""applyStatus"",""target"":""self"",""status"":""emberTide"",""stacks"":{""f"":""add"",""args"":[1]}}]","""Whenever you heal, gain 1 Strength.""","{""cost"":0}",,,,,
"""bloodOfferingRite""","""Blood Offering""","""herald""","""rare""",1,"""attack""",[],"""⚰""","[{""op"":""loseHp"",""target"":""self"",""amount"":6},{""op"":""damage"",""target"":""enemy"",""amount"":24}]","""Lose {loseHp} HP. Deal {damage} damage.""","{""effects"":[{""op"":""loseHp"",""target"":""self"",""amount"":6},{""op"":""damage"",""target"":""enemy"",""amount"":30}]}","""arcane""",1,,,
"""harbingerOfBlightCard""","""Harbinger of Blight""","""herald""","""rare""",2,"""power""",[],"""❀""","[{""op"":""applyStatus"",""target"":""self"",""status"":""harbingerOfBlight"",""stacks"":{""f"":""add"",""args"":[1]}}]","""Whenever Crimson Blight is applied to an enemy, heal 1 HP.""","{""cost"":1}",,,,,
"""blightwardLash""","""Blightward Lash""","""herald""","""common""",1,"""attack""",[],"""🦠""","[{""op"":""damage"",""target"":""enemy"",""amount"":6},{""op"":""applyStatus"",""target"":""enemy"",""status"":""crimsonBlight"",""stacks"":2},{""op"":""loseHp"",""target"":""self"",""amount"":2}]","""Deal {damage} damage. Apply {crimsonBlight} Crimson Blight. Lose {loseHp} HP.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":8},{""op"":""applyStatus"",""target"":""enemy"",""status"":""crimsonBlight"",""stacks"":3},{""op"":""loseHp"",""target"":""self"",""amount"":2}]}","""arcane""",1,,,
"""lastMercy""","""Last Mercy""","""herald""","""uncommon""",1,"""skill""",[],"""🙏""","[{""op"":""heal"",""target"":""self"",""amount"":5},{""op"":""block"",""target"":""self"",""amount"":4}]","""Heal {heal} HP. Gain {block} Block.""","{""effects"":[{""op"":""heal"",""target"":""self"",""amount"":7},{""op"":""block"",""target"":""self"",""amount"":6}]}",,,,,
"""ambush""","""Ambush""","""rogue""","""starter""",1,"""attack""",[],"""🗡""","[{""op"":""damage"",""target"":""enemy"",""amount"":5},{""op"":""damage"",""target"":""enemy"",""amount"":8,""if"":{""p"":""hasStatus"",""of"":""self"",""status"":""prepared""}},{""op"":""applyStatus"",""target"":""enemy"",""status"":""vulnerable"",""stacks"":1},{""op"":""removeStatus"",""target"":""self"",""status"":""prepared""}]","""Deal {damage} damage. Prepared: deal {damage.2} more. Apply {vulnerable} Vulnerable. Consume Prepared.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":7},{""op"":""damage"",""target"":""enemy"",""amount"":10,""if"":{""p"":""hasStatus"",""of"":""self"",""status"":""prepared""}},{""op"":""applyStatus"",""target"":""enemy"",""status"":""vulnerable"",""stacks"":2},{""op"":""removeStatus"",""target"":""self"",""status"":""prepared""}]}","""physical""",0,,1,
"""rogueShiv""","""Shiv""","""rogue""","""special""",0,"""attack""","[""exhaust""]","""🔪""","[{""op"":""damage"",""target"":""enemy"",""amount"":4}]","""Deal {damage} damage. Exhaust.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":6}]}","""physical""",0,,,
"""smokePellet""","""Smoke Pellet""","""rogue""","""special""",0,"""skill""","[""exhaust""]","""🌫""","[{""op"":""block"",""target"":""self"",""amount"":3},{""op"":""applyStatus"",""target"":""self"",""status"":""prepared"",""stacks"":{""f"":""add"",""args"":[1]}}]","""Gain {block} Block. Become Prepared. Exhaust.""","{""effects"":[{""op"":""block"",""target"":""self"",""amount"":5},{""op"":""applyStatus"",""target"":""self"",""status"":""prepared"",""stacks"":{""f"":""add"",""args"":[1]}}]}",,,,,
"""quickCut""","""Quick Cut""","""rogue""","""common""",0,"""attack""",[],"""╱""","[{""op"":""damage"",""target"":""enemy"",""amount"":3},{""op"":""damage"",""target"":""enemy"",""amount"":3,""if"":{""p"":""hasStatus"",""of"":""self"",""status"":""prepared""}},{""op"":""removeStatus"",""target"":""self"",""status"":""prepared""}]","""Deal {damage} damage. Prepared: deal {damage.2} more. Consume Prepared.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":4},{""op"":""damage"",""target"":""enemy"",""amount"":4,""if"":{""p"":""hasStatus"",""of"":""self"",""status"":""prepared""}},{""op"":""removeStatus"",""target"":""self"",""status"":""prepared""}]}","""physical""",0,,,
"""feint""","""Feint""","""rogue""","""common""",0,"""skill""",[],"""↝""","[{""op"":""applyStatus"",""target"":""self"",""status"":""prepared"",""stacks"":{""f"":""add"",""args"":[1]}},{""op"":""draw"",""amount"":1}]","""Become Prepared. Draw {draw} card.""","{""effects"":[{""op"":""applyStatus"",""target"":""self"",""status"":""prepared"",""stacks"":{""f"":""add"",""args"":[1]}},{""op"":""draw"",""amount"":1},{""op"":""block"",""target"":""self"",""amount"":3}],""textTemplate"":""Become Prepared. Draw {draw} card. Gain {block} Block.""}",,,,,
"""backstep""","""Backstep""","""rogue""","""common""",1,"""skill""",[],"""👣""","[{""op"":""block"",""target"":""self"",""amount"":6},{""op"":""applyStatus"",""target"":""self"",""status"":""prepared"",""stacks"":{""f"":""add"",""args"":[1]}}]","""Gain {block} Block. Become Prepared.""","{""effects"":[{""op"":""block"",""target"":""self"",""amount"":9},{""op"":""applyStatus"",""target"":""self"",""status"":""prepared"",""stacks"":{""f"":""add"",""args"":[1]}}]}",,,,,
"""twinPrick""","""Twin Prick""","""rogue""","""common""",1,"""attack""",[],"""†""","[{""op"":""damage"",""target"":""enemy"",""amount"":3,""hits"":2},{""op"":""damage"",""target"":""enemy"",""amount"":2,""hits"":2,""if"":{""p"":""hasStatus"",""of"":""self"",""status"":""prepared""}},{""op"":""removeStatus"",""target"":""self"",""status"":""prepared""}]","""Deal {damage} damage {hits} times. Prepared: deal {damage.2} damage {hits.2} times. Consume Prepared.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":4,""hits"":2},{""op"":""damage"",""target"":""enemy"",""amount"":2,""hits"":2,""if"":{""p"":""hasStatus"",""of"":""self"",""status"":""prepared""}},{""op"":""removeStatus"",""target"":""self"",""status"":""prepared""}]}","""physical""",0,,,
"""pocketSand""","""Pocket Sand""","""rogue""","""common""",1,"""skill""",[],"""✺""","[{""op"":""block"",""target"":""self"",""amount"":4},{""op"":""applyStatus"",""target"":""enemy"",""status"":""weak"",""stacks"":2}]","""Gain {block} Block. Apply {weak} Weak.""","{""effects"":[{""op"":""block"",""target"":""self"",""amount"":5},{""op"":""applyStatus"",""target"":""enemy"",""status"":""weak"",""stacks"":3}]}",,,,,
"""hamstringRogue""","""Hamstring""","""rogue""","""common""",1,"""attack""",[],"""🦵""","[{""op"":""damage"",""target"":""enemy"",""amount"":6},{""op"":""applyStatus"",""target"":""enemy"",""status"":""vulnerable"",""stacks"":1}]","""Deal {damage} damage. Apply {vulnerable} Vulnerable.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":9},{""op"":""applyStatus"",""target"":""enemy"",""status"":""vulnerable"",""stacks"":1}]}","""physical""",0,,,
"""serratedShiv""","""Serrated Shiv""","""rogue""","""common""",1,"""attack""",[],"""🩸""","[{""op"":""damage"",""target"":""enemy"",""amount"":5},{""op"":""applyStatus"",""target"":""enemy"",""status"":""bleed"",""stacks"":3},{""op"":""applyStatus"",""target"":""enemy"",""status"":""bleed"",""stacks"":3,""if"":{""p"":""hasStatus"",""of"":""self"",""status"":""prepared""}},{""op"":""removeStatus"",""target"":""self"",""status"":""prepared""}]","""Deal {damage} damage. Apply {bleed} Bleed. Prepared: apply {bleed.2} more. Consume Prepared.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":7},{""op"":""applyStatus"",""target"":""enemy"",""status"":""bleed"",""stacks"":4},{""op"":""applyStatus"",""target"":""enemy"",""status"":""bleed"",""stacks"":3,""if"":{""p"":""hasStatus"",""of"":""self"",""status"":""prepared""}},{""op"":""removeStatus"",""target"":""self"",""status"":""prepared""}]}","""physical""",0,,,
"""smokeVeil""","""Smoke Veil""","""rogue""","""common""",1,"""skill""",[],"""🌁""","[{""op"":""block"",""target"":""self"",""amount"":5},{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""weak"",""stacks"":1}]","""Gain {block} Block. Apply {weak} Weak to ALL enemies.""","{""effects"":[{""op"":""block"",""target"":""self"",""amount"":8},{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""weak"",""stacks"":1}]}",,,,,
"""ricochet""","""Ricochet""","""rogue""","""common""",1,"""attack""",[],"""➶""","[{""op"":""damage"",""target"":""allEnemies"",""amount"":4}]","""Deal {damage} damage to ALL enemies.""","{""effects"":[{""op"":""damage"",""target"":""allEnemies"",""amount"":7}]}","""physical""",0,,,
"""lowBlow""","""Low Blow""","""rogue""","""common""",1,"""attack""",[],"""↘""","[{""op"":""damage"",""target"":""enemy"",""amount"":6},{""op"":""poiseDamage"",""target"":""enemy"",""amount"":4},{""op"":""poiseDamage"",""target"":""enemy"",""amount"":5,""if"":{""p"":""hasStatus"",""of"":""self"",""status"":""prepared""}},{""op"":""removeStatus"",""target"":""self"",""status"":""prepared""}]","""Deal {damage} damage and {poiseDamage} Poise damage. Prepared: deal {poiseDamage.2} more Poise damage. Consume Prepared.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":8},{""op"":""poiseDamage"",""target"":""enemy"",""amount"":5},{""op"":""poiseDamage"",""target"":""enemy"",""amount"":6,""if"":{""p"":""hasStatus"",""of"":""self"",""status"":""prepared""}},{""op"":""removeStatus"",""target"":""self"",""status"":""prepared""}]}","""physical""",0,,,
"""pilfer""","""Pilfer""","""rogue""","""common""",1,"""skill""",[],"""🖐""","[{""op"":""draw"",""amount"":2},{""op"":""discard"",""amount"":1,""random"":true}]","""Draw {draw} cards. Discard 1 card at random.""","{""effects"":[{""op"":""draw"",""amount"":3},{""op"":""discard"",""amount"":1,""random"":true}]}",,,,,
"""vanish""","""Vanish""","""rogue""","""common""",1,"""skill""","[""exhaust""]","""◌""","[{""op"":""block"",""target"":""self"",""amount"":8},{""op"":""applyStatus"",""target"":""self"",""status"":""prepared"",""stacks"":{""f"":""add"",""args"":[1]}},{""op"":""addCard"",""card"":""smokePellet"",""pile"":""hand""}]","""Gain {block} Block. Become Prepared. Add a Smoke Pellet to your hand. Exhaust.""","{""keywords"":[],""effects"":[{""op"":""block"",""target"":""self"",""amount"":8},{""op"":""applyStatus"",""target"":""self"",""status"":""prepared"",""stacks"":{""f"":""add"",""args"":[1]}},{""op"":""addCard"",""card"":""smokePellet"",""pile"":""hand""}],""textTemplate"":""Gain {block} Block. Become Prepared. Add a Smoke Pellet to your hand.""}",,,,,
"""cheapShot""","""Cheap Shot""","""rogue""","""common""",2,"""attack""",[],"""✹""","[{""op"":""damage"",""target"":""enemy"",""amount"":10},{""op"":""damage"",""target"":""enemy"",""amount"":6,""if"":{""p"":""hasStatus"",""of"":""target"",""status"":""weak""}}]","""Deal {damage} damage. If the target is Weak, deal {damage.2} more.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":13},{""op"":""damage"",""target"":""enemy"",""amount"":8,""if"":{""p"":""hasStatus"",""of"":""target"",""status"":""weak""}}]}","""physical""",0,,,
"""bladeDanceRogue""","""Blade Dance""","""rogue""","""uncommon""",1,"""attack""",[],"""⚔""","[{""op"":""damage"",""target"":""enemy"",""amount"":3,""hits"":3},{""op"":""damage"",""target"":""enemy"",""amount"":1,""hits"":3,""if"":{""p"":""hasStatus"",""of"":""self"",""status"":""prepared""}},{""op"":""removeStatus"",""target"":""self"",""status"":""prepared""}]","""Deal {damage} damage {hits} times. Prepared: deal {damage.2} damage {hits.2} times. Consume Prepared.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":4,""hits"":3},{""op"":""damage"",""target"":""enemy"",""amount"":1,""hits"":3,""if"":{""p"":""hasStatus"",""of"":""self"",""status"":""prepared""}},{""op"":""removeStatus"",""target"":""self"",""status"":""prepared""}]}","""physical""",0,,,
"""garrote""","""Garrote""","""rogue""","""uncommon""",1,"""attack""",[],"""➰""","[{""op"":""damage"",""target"":""enemy"",""amount"":4},{""op"":""applyStatus"",""target"":""enemy"",""status"":""bleed"",""stacks"":5},{""op"":""applyStatus"",""target"":""enemy"",""status"":""weak"",""stacks"":1}]","""Deal {damage} damage. Apply {bleed} Bleed and {weak} Weak.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":6},{""op"":""applyStatus"",""target"":""enemy"",""status"":""bleed"",""stacks"":6},{""op"":""applyStatus"",""target"":""enemy"",""status"":""weak"",""stacks"":1}]}","""physical""",0,,,
"""fanOfKnives""","""Fan of Knives""","""rogue""","""uncommon""",1,"""attack""",[],"""🗡""","[{""op"":""damage"",""target"":""allEnemies"",""amount"":5},{""op"":""draw"",""amount"":1}]","""Deal {damage} damage to ALL enemies. Draw {draw} card.""","{""effects"":[{""op"":""damage"",""target"":""allEnemies"",""amount"":7},{""op"":""draw"",""amount"":1}]}","""physical""",0,,,
"""setupRogue""","""Setup""","""rogue""","""uncommon""",0,"""skill""","[""exhaust""]","""⚙""","[{""op"":""applyStatus"",""target"":""self"",""status"":""prepared"",""stacks"":{""f"":""add"",""args"":[1]}},{""op"":""gainEnergy"",""amount"":1},{""op"":""addCard"",""card"":""rogueShiv"",""pile"":""hand""}]","""Become Prepared. Gain {gainEnergy} Energy. Add a Shiv to your hand. Exhaust.""","{""effects"":[{""op"":""applyStatus"",""target"":""self"",""status"":""prepared"",""stacks"":{""f"":""add"",""args"":[1]}},{""op"":""gainEnergy"",""amount"":1},{""op"":""draw"",""amount"":1},{""op"":""addCard"",""card"":""rogueShiv"",""pile"":""hand""}],""textTemplate"":""Become Prepared. Gain {gainEnergy} Energy. Draw {draw} card. Add a Shiv to your hand. Exhaust.""}",,,,,
"""acrobaticsRogue""","""Acrobatics""","""rogue""","""uncommon""",1,"""skill""",[],"""🤸""","[{""op"":""block"",""target"":""self"",""amount"":7},{""op"":""draw"",""amount"":2},{""op"":""discard"",""amount"":1,""random"":true}]","""Gain {block} Block. Draw {draw} cards. Discard 1 at random.""","{""effects"":[{""op"":""block"",""target"":""self"",""amount"":9},{""op"":""draw"",""amount"":3},{""op"":""discard"",""amount"":1,""random"":true}]}",,,,,
"""disorient""","""Disorient""","""rogue""","""uncommon""",1,"""skill""","[""exhaust""]","""💫""","[{""op"":""applyStatus"",""target"":""enemy"",""status"":""weak"",""stacks"":2},{""op"":""applyStatus"",""target"":""enemy"",""status"":""vulnerable"",""stacks"":2}]","""Apply {weak} Weak and {vulnerable} Vulnerable. Exhaust.""","{""keywords"":[],""effects"":[{""op"":""applyStatus"",""target"":""enemy"",""status"":""weak"",""stacks"":2},{""op"":""applyStatus"",""target"":""enemy"",""status"":""vulnerable"",""stacks"":2}],""textTemplate"":""Apply {weak} Weak and {vulnerable} Vulnerable.""}",,,,,
"""coupDeGrace""","""Coup de Grace""","""rogue""","""uncommon""",2,"""attack""",[],"""☠""","[{""op"":""damage"",""target"":""enemy"",""amount"":10},{""op"":""damage"",""target"":""enemy"",""amount"":10,""if"":{""p"":""hasStatus"",""of"":""target"",""status"":""vulnerable""}}]","""Deal {damage} damage. If the target is Vulnerable, deal {damage.2} more.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":13},{""op"":""damage"",""target"":""enemy"",""amount"":13,""if"":{""p"":""hasStatus"",""of"":""target"",""status"":""vulnerable""}}]}","""physical""",0,,,
"""sap""","""Sap""","""rogue""","""uncommon""",1,"""attack""",[],"""♠""","[{""op"":""damage"",""target"":""enemy"",""amount"":4},{""op"":""applyStatus"",""target"":""enemy"",""status"":""weak"",""stacks"":2},{""op"":""poiseDamage"",""target"":""enemy"",""amount"":4}]","""Deal {damage} damage. Apply {weak} Weak. Deal {poiseDamage} Poise damage.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":6},{""op"":""applyStatus"",""target"":""enemy"",""status"":""weak"",""stacks"":3},{""op"":""poiseDamage"",""target"":""enemy"",""amount"":5}]}","""physical""",0,,,
"""shadowstep""","""Shadowstep""","""rogue""","""uncommon""",1,"""skill""",[],"""◐""","[{""op"":""block"",""target"":""self"",""amount"":5},{""op"":""applyStatus"",""target"":""self"",""status"":""prepared"",""stacks"":{""f"":""add"",""args"":[1]}},{""op"":""draw"",""amount"":1}]","""Gain {block} Block. Become Prepared. Draw {draw} card.""","{""effects"":[{""op"":""block"",""target"":""self"",""amount"":7},{""op"":""applyStatus"",""target"":""self"",""status"":""prepared"",""stacks"":{""f"":""add"",""args"":[1]}},{""op"":""draw"",""amount"":1}]}",,,,,
"""afterimageCard""","""Afterimage""","""rogue""","""uncommon""",1,"""power""",[],"""👤""","[{""op"":""applyStatus"",""target"":""self"",""status"":""afterimage"",""stacks"":{""f"":""add"",""args"":[1]}}]","""Every third card you play grants 3 Block.""","{""cost"":0}",,,,,
"""bloodletterRogue""","""Bloodletter""","""rogue""","""uncommon""",1,"""skill""","[""exhaust""]","""🩸""","[{""op"":""applyStatus"",""target"":""enemy"",""status"":""bleed"",""stacks"":{""f"":""stacks"",""status"":""bleed"",""of"":""target""}}]","""Double the target's Bleed. Exhaust.""","{""keywords"":[],""textTemplate"":""Double the target's Bleed.""}",,,,,
"""venomcoat""","""Venomcoat""","""rogue""","""uncommon""",1,"""skill""",[],"""🐍""","[{""op"":""applyStatus"",""target"":""enemy"",""status"":""venom"",""stacks"":4},{""op"":""applyStatus"",""target"":""self"",""status"":""prepared"",""stacks"":{""f"":""add"",""args"":[1]}}]","""Apply {venom} Venom. Become Prepared.""","{""effects"":[{""op"":""applyStatus"",""target"":""enemy"",""status"":""venom"",""stacks"":6},{""op"":""applyStatus"",""target"":""self"",""status"":""prepared"",""stacks"":{""f"":""add"",""args"":[1]}}]}",,,,,
"""misdirect""","""Misdirect""","""rogue""","""uncommon""",1,"""skill""",[],"""↪""","[{""op"":""block"",""target"":""self"",""amount"":6},{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""weak"",""stacks"":1},{""op"":""applyStatus"",""target"":""self"",""status"":""prepared"",""stacks"":{""f"":""add"",""args"":[1]}}]","""Gain {block} Block. Apply {weak} Weak to ALL enemies. Become Prepared.""","{""effects"":[{""op"":""block"",""target"":""self"",""amount"":9},{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""weak"",""stacks"":1},{""op"":""applyStatus"",""target"":""self"",""status"":""prepared"",""stacks"":{""f"":""add"",""args"":[1]}}]}",,,,,
